COUNTRY;ISO;REGION;CATEGORY;MEASURE;DATE IMPLEMENTED;SOURCE;LINK
France;FRA;Europe;Social distancing;Public services closure ;11/05/2020;France 24;https://www.france24.com/en/20200423-retail-outlets-in-france-could-open-may-11-but-not-bars-and-restaurants
France;FRA;Europe;Public health measures;General recommendations;11/05/2020;France 24;https://www.france24.com/en/20200423-covid-19-wearing-face-masks-will-be-recommended-but-not-mandatory-in-france
France;FRA;Europe;Social distancing;Schools closure ;11/05/2020;France 24;https://www.france24.com/en/video/20200423-france-heads-back-to-school-on-may-11-amid-fears-lockdown-is-exacerbating-inequality
Greece;GRC;Europe;Social distancing;Public services closure ;11/05/2020;US Embassy ;https://gr.usembassy.gov/covid-19-information/
Liechtenstein;LIE;Europe;Social distancing;Schools closure ;11/05/2020;Government;https://www.medienportal.li/news-detail/article/regierung-orientiert-ueber-das-weitere-vorgehen-in-zusammenhang-mit-dem-coronavirus/
Luxembourg;LUX;Europe;Social distancing;Schools closure ;11/05/2020;Government;https://gouvernement.lu/de/actualites/toutes_actualites/articles/2020/04-avril/16-meisch-reprise-cours.html
Luxembourg;LUX;Europe;Social distancing;Schools closure ;11/05/2020;Government;https://gouvernement.lu/de/actualites/toutes_actualites/articles/2020/04-avril/16-meisch-reprise-cours.html
Netherlands;NLD;Europe;Social distancing;Schools closure ;11/05/2020;NL Government;https://www.government.nl/topics/coronavirus-covid-19/news/2020/04/21/measures-to-stop-the-spread-of-coronavirus-extended
Netherlands;NLD;Europe;Social distancing;Limit public gatherings;11/05/2020;NL Government;https://www.government.nl/topics/coronavirus-covid-19/news/2020/04/21/measures-to-stop-the-spread-of-coronavirus-extended
Netherlands;NLD;Europe;Social distancing;Limit public gatherings;11/05/2020;NL Government;https://www.government.nl/topics/coronavirus-covid-19/news/2020/04/21/measures-to-stop-the-spread-of-coronavirus-extended
Switzerland;CHE;Europe;Social distancing;Schools closure ;11/05/2020;Federal Office of Public Health;https://www.bag.admin.ch/bag/en/home/das-bag/aktuell/medienmitteilungen.msg-id-78818.html
Switzerland;CHE;Europe;Social distancing;Public services closure ;11/05/2020;Federal Office of Public Health;https://www.bag.admin.ch/bag/en/home/das-bag/aktuell/medienmitteilungen.msg-id-78818.html
Switzerland;CHE;Europe;Public health measures;Other public health measures enforced;11/05/2020;Government of Basel Land;https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/medienmitteilungen/schrittweise-zurueck-in-die-normalitaet-basel-landschaft-passt-seine-strategie-an-3
Austria;AUT;Europe;Social distancing;Public services closure ;15/05/2020;Catholic Church Vienna;https://www.erzdioezese-wien.at/site/nachrichtenmagazin/schwerpunkt/kircheundcorona/article/83134.html
Austria;AUT;Europe;Social distancing;Public services closure ;15/05/2020;Vienna government;https://coronavirus.wien.gv.at/site/oeffnung-von-aemtern-ab-15-mai/
Belgium;BEL;Europe;Movement restrictions;International flights suspension;15/05/2020;VRT;https://www.vrt.be/vrtnws/en/2020/04/25/brussels-airlines-still-plans-to-resume-fights-on-15-may/
Greece;GRC;Europe;Movement restrictions;Domestic travel restrictions;18/05/2020;US Embassy ;https://gr.usembassy.gov/covid-19-information/
Greece;GRC;Europe;Movement restrictions;Visa restrictions;18/05/2020;US Embassy ;https://gr.usembassy.gov/covid-19-information/
Liechtenstein;LIE;Europe;Social distancing;Schools closure ;18/05/2020;Government;https://www.medienportal.li/news-detail/article/regierung-orientiert-ueber-das-weitere-vorgehen-in-zusammenhang-mit-dem-coronavirus/
Czech Republic;CZE;Europe;Social distancing;Limit public gatherings;24/05/2020;Government;https://www.vlada.cz/en/media-centrum/aktualne/measures-adopted-by-the-czech-government-against-coronavirus-180545/
Czech Republic;CZE;Europe;Social distancing;Schools closure ;25/05/2020;Government;https://www.vlada.cz/en/media-centrum/aktualne/government-discusses-proposal-for-gradually-easing-exceptional-measures-181015/
Czech Republic;CZE;Europe;Social distancing;Public services closure ;25/05/2020;Government;https://www.vlada.cz/en/media-centrum/aktualne/measures-adopted-by-the-czech-government-against-coronavirus-180545/
Czech Republic;CZE;Europe;Social distancing;Public services closure ;25/05/2020;Government;https://www.vlada.cz/en/media-centrum/aktualne/measures-adopted-by-the-czech-government-against-coronavirus-180545/
Luxembourg;LUX;Europe;Social distancing;Schools closure ;25/05/2020;Government;https://gouvernement.lu/de/actualites/toutes_actualites/articles/2020/04-avril/16-meisch-reprise-cours.html
Greece;GRC;Europe;Social distancing;Public services closure ;01/06/2020;US Embassy ;https://gr.usembassy.gov/covid-19-information/
Netherlands;NLD;Europe;Social distancing;Schools closure ;02/06/2020;NL Government;https://www.government.nl/topics/coronavirus-covid-19/news/2020/04/21/measures-to-stop-the-spread-of-coronavirus-extended
Albania;ALB;Europe;Social distancing;Public services closure ;--;"Albanian Government  ""legal acts""";https://coronavirus.al/akte-ligjore/
Algeria;DZA;Africa;Governance and socio-economic measures;Emergency administrative structures activated or established;--;International SOS;https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS
Antigua and Barbuda;ATG;Americas;Movement restrictions;Visa restrictions;--;US Embassy;https://bb.usembassy.gov/u-s-citizen-services/covid-19-information/
Australia;AUS;Pacific;Movement restrictions;Border closure ;--;International SOS;--
Australia;AUS;Pacific;Movement restrictions;Border closure ;--;Intl SOS;https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
Australia;AUS;Pacific;Movement restrictions;Border closure ;--;Intl SOS;https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
Austria;AUT;Europe;Public health measures;Testing policy;--;Ministry of Health;https://www.ots.at/presseaussendung/OTS_20200323_OTS0027/anschober-zahl-der-corona-testungen-wird-massiv-erhoeht-anhang
Austria;AUT;Europe;Governance and socio-economic measures;Military deployment;--;Austrian Armed Forces;http://www.bundesheer.at/archiv/a2020/corona/artikel.php?id=5507
Austria;AUT;Europe;Movement restrictions;Curfews;--;Government of Vorarlberg;https://vorarlberg.at/documents/21336/541374/Amtsblatt+2020+-+Nr.+25/4f32f51c-749c-4412-bcdf-a6fe78f469b4
Austria;AUT;Europe;Public health measures;Awareness campaigns;--;The Mayor ;https://www.themayor.eu/en/meet-austrian-cities-corona-bot
Austria;AUT;Europe;Governance and socio-economic measures;Economic measures;--;Salzburg government;https://service.salzburg.gv.at/lkorrj/detail?nachrid=63360
Austria;AUT;Europe;Social distancing;Limit public gatherings;--;Salzburg government;https://service.salzburg.gv.at/lkorrj/detail?nachrid=63285
Azerbaijan;AZE;Asia;Public health measures;Isolation and quarantine policies;--;US Embassy;https://az.usembassy.gov/covid-19-information-for-azerbaijan/
Azerbaijan;AZE;Asia;Movement restrictions;Border closure ;--;Travel Authority;https://azerbaijan.travel/covid-19-en
Azerbaijan;AZE;Asia;Movement restrictions;International flights suspension;--;Travel Authority;https://azerbaijan.travel/covid-19-en
Azerbaijan;AZE;Asia;Public health measures;Health screenings in airports and border crossings;--;US Embassy;https://az.usembassy.gov/covid-19-information-for-azerbaijan/
Azerbaijan;AZE;Asia;Social distancing;Limit public gatherings;--;Travel Authority;https://azerbaijan.travel/covid-19-en
Bahamas;BHS;Americas;Governance and socio-economic measures;Economic measures;--;Bahamas Govt.;--
Belarus;BLR;Europe;Public health measures;Health screenings in airports and border crossings;--;US Embassy;https://by.usembassy.gov/covid-19-information/
Belarus;BLR;Europe;Social distancing;Schools closure ;--;US Embassy;https://by.usembassy.gov/covid-19-information/
Belarus;BLR;Europe;Public health measures;Isolation and quarantine policies;--;US Embassy;https://by.usembassy.gov/covid-19-information/
Belgium;BEL;Europe;Governance and socio-economic measures;Economic measures;--;VRT news;https://www.vrt.be/vrtnws/de/2020/03/28/ueberblick-diese-corona-massnahmen-gelten-in-belgien-flandern/
Belgium;BEL;Europe;Public health measures;Other public health measures enforced;--;VRT news;https://www.vrt.be/vrtnws/de/2020/03/28/ueberblick-diese-corona-massnahmen-gelten-in-belgien-flandern/
Belgium;BEL;Europe;Public health measures;Strengthening the public health system;--;Government;https://www.info-coronavirus.be/en/news/collection-data/
Belgium;BEL;Europe;Governance and socio-economic measures;Economic measures;--;International Monetary Fund;https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19
Belgium;BEL;Europe;Governance and socio-economic measures;Economic measures;--;Government of Flanders;https://www.vlaanderen.be/corona-hinderpremie
Belgium;BEL;Europe;Governance and socio-economic measures;Economic measures;--;Government of Flanders;https://www.vlaanderen.be/corona-hinderpremie
Belgium;BEL;Europe;Governance and socio-economic measures;Economic measures;--;Government of Flanders;https://www.vlaanderen.be/economie-en-ondernemen/subsidies/steunmaatregelen-voor-zelfstandigen-en-ondernemers-die-schade-lijden-door-de-corona-crisis
Belgium;BEL;Europe;Governance and socio-economic measures;Economic measures;--;Government of Flanders;https://www.vlaanderen.be/gezondheid-en-welzijn/gezondheid/gezondheid-en-preventie-tijdens-de-coronacrisis/tegemoetkomingen-voor-particulieren-tijdens-de-coronacrisis
Belgium;BEL;Europe;Public health measures;Other public health measures enforced;--;Government of Flanders;https://www.vlaanderen.be/vlaamse-maatregelen-tijdens-de-coronacrisis/vlaamse-coronamaatregelen-rond-wonen-en-energie
Belgium;BEL;Europe;Social distancing;Schools closure ;--;Government of Flanders;https://www.vlaanderen.be/vlaamse-maatregelen-tijdens-de-coronacrisis/vlaamse-coronamaatregelen-rond-onderwijs-en-kinderopvang
Belgium;BEL;Europe;Social distancing;Schools closure ;--;Government of Flanders;https://www.vlaanderen.be/vlaamse-maatregelen-tijdens-de-coronacrisis/vlaamse-coronamaatregelen-rond-onderwijs-en-kinderopvang
Belgium;BEL;Europe;Governance and socio-economic measures;Economic measures;--;Government of Flanders;https://www.vlaanderen.be/vlaamse-maatregelen-tijdens-de-coronacrisis/vlaamse-coronamaatregelen-rond-onderwijs-en-kinderopvang
Belgium;BEL;Europe;Public health measures;Amendments to funeral and burial regulations;--;Government of Flanders;https://www.vlaanderen.be/vlaamse-maatregelen-tijdens-de-coronacrisis/vlaamse-coronamaatregelen-rond-binnenlands-bestuur-en-inburgering
Belgium;BEL;Europe;Social distancing;Public services closure ;--;Government of Flanders;https://www.vlaanderen.be/vlaamse-maatregelen-tijdens-de-coronacrisis/vlaamse-coronamaatregelen-rond-cultuur-jeugd-sport-vrije-tijd-en-toerisme
Belgium;BEL;Europe;Social distancing;Public services closure ;--;VRT;https://www.vrt.be/vrtnws/en/2020/04/25/rail-services-to-return-to-near-normal-levels-from-4-may/
Belgium;BEL;Europe;Governance and socio-economic measures;Economic measures;--;Brussels Times;https://www.brusselstimes.com/all-news/business/108136/shops-in-belgium-can-reopen-from-11-may/
Belize;BLZ;Americas;Governance and socio-economic measures;Emergency administrative structures activated or established;--;MoH;http://health.gov.bz/www/component/content/article/177-general-health/1004-ministry-of-health-activates-national-surveillance-team-to-monitor-new-strain-of-coronavirus
Bosnia and Herzegovina;BIH;Europe;Public health measures;Strengthening the public health system;--;International Monetary Fund;https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19
Bosnia and Herzegovina;BIH;Europe;Governance and socio-economic measures;Economic measures;--;International Monetary Fund;https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19
Brunei Darussalam;BRN;Asia;Movement restrictions;Visa restrictions;--;Garda;https://www.garda.com/crisis24/news-alerts/321981/brunei-ministry-of-health-confirms-11-cases-of-covid-19-march-11-update-4
Brunei Darussalam;BRN;Asia;Public health measures;Awareness campaigns;--;Garda;https://www.garda.com/crisis24/news-alerts/321981/brunei-ministry-of-health-confirms-11-cases-of-covid-19-march-11-update-4
Brunei Darussalam;BRN;Asia;Public health measures;Strengthening the public health system;--;Brunei MoH;http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/FINAL%20PRESS%20STATEMENT%20ENG%20COVID-19%20(20.03.2020).pdf
Bulgaria;BGR;Europe;Public health measures;Health screenings in airports and border crossings;--;US Embassy ;https://bg.usembassy.gov/novel-coronavirus-covid-19-information/
Bulgaria;BGR;Europe;Movement restrictions;International flights suspension;--;US Today;https://www.usnews.com/news/world/articles/2020-03-13/bulgaria-declares-state-of-emergency-over-coronavirus
Bulgaria;BGR;Europe;Social distancing;Limit public gatherings;--;US Today;https://www.usnews.com/news/world/articles/2020-03-13/bulgaria-declares-state-of-emergency-over-coronavirus
Bulgaria;BGR;Europe;Movement restrictions;Border closure ;--;US Embassy;https://bg.usembassy.gov/novel-coronavirus-covid-19-information/
Cabo Verde;CPV;Africa;Public health measures;Isolation and quarantine policies;--;US Embassy;https://cv.usembassy.gov/covid-19-information/?_ga=2.89703067.1601748976.1584185584-1155192847.1584185584
Cambodia;KHM;Asia;Public health measures;Health screenings in airports and border crossings;--;US Embassy;https://kh.usembassy.gov/covid-19-information/
Canada;CAN;Americas;Movement restrictions;International flights suspension;--;--;--
Canada;CAN;Americas;Movement restrictions;Border closure ;--;--;--
China;CHN;Asia;Social distancing;Schools closure ;--;iscresearch;https://www.iscresearch.com/cornavirus-covid-19-update
China;CHN;Asia;Social distancing;Public services closure ;--;--;--
China;CHN;Asia;Public health measures;Isolation and quarantine policies;--;Ministry of Health;http://en.nhc.gov.cn/2020-03/15/c_77737.htm
China;CHN;Asia;Public health measures;Awareness campaigns;--;--;--
China;CHN;Asia;Governance and socio-economic measures;Emergency administrative structures activated or established;--;--;--
China;CHN;Asia;Public health measures;Strengthening the public health system;--;Ministry of Health;http://en.nhc.gov.cn/2020-03/11/c_77645.htm
China;CHN;Asia;Lockdown;Partial lockdown;--;Ministry of health;http://en.nhc.gov.cn/2020-03/09/c_77561.htm
China;CHN;Asia;Movement restrictions;Additional health/documents requirements upon arrival;--;French Embassy;https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/chine/
China;CHN;Asia;Public health measures;Health screenings in airports and border crossings;--;Shanghai Daily;https://www.shine.cn/news/metro/2003174479/
China;CHN;Asia;Public health measures;Isolation and quarantine policies;--;Shanghai Daily;https://www.shine.cn/news/metro/2003174479/
Costa Rica;CRI;Americas;Public health measures;Isolation and quarantine policies;--;Government of the UK;https://www.gov.uk/foreign-travel-advice/costa-rica
Croatia;HRV;Europe;Lockdown;Partial lockdown;--;Reuters;https://www.reuters.com/article/us-health-coronavirus-croatia/croatia-extends-lockdown-until-may-4-begins-to-consider-easing-idUSKBN2200MD
Czech Republic;CZE;Europe;Public health measures;General recommendations;--;U.S. Embassy Czech Republik;https://cz.usembassy.gov/covid-19-information/
Czech Republic;CZE;Europe;Public health measures;Isolation and quarantine policies;--;Government;https://www.vlada.cz/en/media-centrum/aktualne/measures-adopted-by-the-czech-government-against-coronavirus-180545/
Czech Republic;CZE;Europe;Governance and socio-economic measures;Economic measures;--;Government;https://www.vlada.cz/en/media-centrum/aktualne/measures-adopted-by-the-czech-government-against-coronavirus-180545/
